연번,계약번호,구분,계약명,계약일자,계약시작일,계약종료일,계약금액,거래처,계약방법,수의계약사유,구매요구부서,출처파일,시트명
148,,,다중계층 위성항법 시뮬레이션 및 성능분석 소프트웨어 (Matlab 및 툴박스) 구매,2024-04-02,,,47466100.0,매스웍스코리아 유한회사,,,위성항법연구부,14.+구매+계약현황(2024년).xlsx,Table 1
149,,,2024년 고흥항공센터 조경유지관리,2024-04-11,,,37800000.0,(유)금수강산조경,,,국가종합비행성능시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
150,,,우주환경테스트플랫폼 구조개발 관련 동역학 해석 프로그램(Recurdyn) 유지보수,2024-04-03,,,21450000.0,씨에이이큐브(주),,,위성기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
151,,,2024 대한민국 과학기술대전X과학축제 전시체험 부스 구축 및 운영용역,2024-04-08,,,79500000.0,(주)디자인오비,,,홍보실,14.+구매+계약현황(2024년).xlsx,Table 1
152,,,다목적실용위성7A호 전기시스템 개발을 위한 PSPICE 유지보수 및 OrCAD 기능추가,2024-04-05,,,27400000.0,나인플러스아이티(주),,,다목적실용위성7A호사업실,14.+구매+계약현황(2024년).xlsx,Table 1
153,,,성층권 태양광 드론 챌린지 기획 컨설팅 용역,2024-04-08,,,20000000.0,한국무인이동체연구조합,,,성층권드론기술개발사업단,14.+구매+계약현황(2024년).xlsx,Table 1
154,,,엔진 후처리 설비동 구축 기반시설 기본계획 용역,2024-04-02,,,21000000.0,주식회사 아키공작소 건축사사무소,,,시설안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
155,,,하이브리드 전기추진시스템용 전기엔진(모터/인버터) 제작 및 시험평가,2024-04-09,,,210600000.0,(주)케이에스이피,,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
156,,,추적레이다 고흥 레이돔 노후부품 교체용역,2024-04-03,,,36600000.0,미르텍코리아,,,비행안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
157,,,GC-2 포터블 항공등화 구매,2024-04-15,,,21956000.0,유양산전(주),,,UAM연구부,14.+구매+계약현황(2024년).xlsx,Table 1
158,,,초음속 마이크로 가스터빈 연소가스 배출용 이젝터 설치 용역,2024-04-05,,,26290000.0,새빛엔지니어링(주),,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
159,,,발사시설 전력공급설비 개선(팔라우 해외추적소 발전기 노후부품 교체),2024-04-05,,,45000000.0,(주)코스탈파워,,,시설안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
160,,,팔라우추적소 원격자료수신장비 유지보수 및 점검 용역,2024-04-08,,,32700000.0,(주)루맥스에어로스페이스,,,비행안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
161,,,정지궤도 공공복합통신위성 3D CG 애니메이션 홍보 영상물 제작,2024-04-05,,,30000000.0,톰 패밀리,,,연구조정실(위성),14.+구매+계약현황(2024년).xlsx,Table 1
162,,,GEO 국제협력 업무지원 용역,2024-04-12,,,49000000.0,주식회사 웨이브온,,,위성활용부,14.+구매+계약현황(2024년).xlsx,Table 1
163,,,동력터빈 성능시험용 동력계 유지보수,2024-04-08,,,267000000.0,케이엠에스아이앤씨(주),,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
164,,,MATLAB/Simulink 및 추가기능 Toolbox 유지보수,2024-04-08,,,20262000.0,매스웍스코리아 유한회사,,,항공기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
165,,,초소형위성 11기용 안테나시스템 유지보수용 리프트 구매,2024-04-08,,,23159000.0,한성이앤씨 주식회사,,,위성운영1부,14.+구매+계약현황(2024년).xlsx,Table 1
166,,,지식재산권 관리시스템 유지보수,2024-04-09,,,39600000.0,(주)애니파이브,,,기술사업화실,14.+구매+계약현황(2024년).xlsx,Table 1
167,,,정지궤도 공공복합통신위성 GNSS 정밀도 성능분석 SW(STK Premium) 유지보수,2024-04-11,,,46750000.0,주식회사케이씨이아이,,,위성기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
168,,,차세대발사체 열유체 해석용 EcosimPro/FLUIDAPRO 구매,2024-04-09,,,61600000.0,플로우시스템 주식회사,,,차세대발사체사업단,14.+구매+계약현황(2024년).xlsx,Table 1
169,,,2024년 항우연 보유 성과물 해외 마케팅 및 항공우주 중소기업 해외진출 지원사업,2024-04-15,,,96000000.0,(주)퓨투로인포,,,기술사업화실,14.+구매+계약현황(2024년).xlsx,Table 1
170,,,위성체 시험을 위한 Thermocouple Contact,2024-04-15,,,60830000.0,(주)아식,,,위성총조립시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
171,,,우주종합시험센터 진동시험용 힘센서 및 앰프 시스템 교정,2024-04-17,,,44000000.0,(주)키슬러코리아,,,위성총조립시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
172,,,KPS 위성1호기 임무해석 소프트웨어(FreeFlyer) 유지보수 구매,2024-04-11,,,21956000.0,(주)솔탑,,,KPS위성개발부,14.+구매+계약현황(2024년).xlsx,Table 1
173,,,EOIR위성 광학탑재체 구조해석용 NASTRAN 유지보수,2024-04-18,,,21890000.0,(주)키미이에스,,,위성탑재체연구부,14.+구매+계약현황(2024년).xlsx,Table 1
174,,,깊이 카메라 기반 AR 기술 활용 연구 용역,2024-04-19,,,35000000.0,한국과학기술원,,,미래혁신연구센터,14.+구매+계약현황(2024년).xlsx,Table 1
175,,,차세대발사체 발사대시스템 추진제설비 해석을 위한 Thermal Desktop 소프트웨어 구매,2024-04-29,,,58817000.0,에이블맥스(주),,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
176,,,민간 소형발사체 발사장 구축 정보통신공사,2024-04-16,,,2585205950.0,(주)신보,,,시설안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
177,,,스페이스파이오니어사업 우주중점기술 활용 방안 용역,2024-04-16,,,48500000.0,(주)트리마란,,,사무국(스페이스파이오니어),14.+구매+계약현황(2024년).xlsx,Table 1
178,,,노후 인터넷망 접근통제시스템(NAC) 교체,2024-04-15,,,76890000.0,대전조달청,,,IT정보보안실,14.+구매+계약현황(2024년).xlsx,Table 1
179,,,차세대발사체 산화제고밀도화 시험설비 구축의 기반 연계 업무 및 공작물 구축 용역,2024-04-25,,,268917000.0,한양이엔지(주),,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
180,,,(고도화사업#19) 한국형발사체 지상 고정장치 유압실린더 용 피스톤축압기 예비품 구매,2024-04-18,,,20460000.0,건창산기(주),,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
181,,,한국형발사체 발사대시스템 온도제어계 디젤엔진 크랭크샤프트 구매,2024-04-18,,,79000000.0,(주)엠이에스티,,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
182,,,"EOIR 위성 다중 GNSS 신호모사 장비 유지보수(HW, SW) (1년)",2024-04-30,,,48510000.0,와이즈시스템주식회사,,,위성기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
183,,,425 위성 발사환경시험 및 우주환경 시험을 위한 힘센서 및 앰프 구입,2024-04-24,,,141240000.0,(주)키슬러코리아,,,위성총조립시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
184,,,"ANSYS Discovery Modeling, CFD Premium, HPC Pack 유지보수",2024-04-18,,,42500000.0,(주)아이누리텍,,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
185,,,영상자료 품질관리 스토리지,2024-04-18,,,59395000.0,하이텍,,,지상국기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
186,,,위성영상의 공간품질 및 복사품질 검정을 위한 이동형 Tarp 제작,2024-04-19,,,47206720.0,주식회사 디케이티앤씨,,,지상국기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
187,,,이동형 통신환경 분석 및 중계시스템 설치 차량 임대,2024-04-22,,,35600000.0,(주)에어로디제이컨설팅,,,UAM연구부,14.+구매+계약현황(2024년).xlsx,Table 1
188,,,축소형탱크 시험설비 제어계측 유지보수 및 시험지원용역 (2024년),2024-04-24,,,57240000.0,주식회사 지먼트,,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
189,,,한국형발사체 발사대시스템 산소량모니터링 검교정,2024-05-17,,,22200000.0,성화퓨렌텍(주),,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
190,,,고속카메라 AX200 mono,2024-04-25,,,65989000.0,(주)코비스,,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
191,,,정지궤도 공공복합통신위성 비행모델 온도센서 구매,2024-04-19,,,125262500.0,우진,,,위성기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
192,,,스페이스파이오니어사업 제품보증(PA) 기술지원 용역,2024-04-19,,,210000000.0,(주)엠아이디,,,체계연계지원팀,14.+구매+계약현황(2024년).xlsx,Table 1
193,,,구조시험장비 점검 및 유지보수,2024-04-22,,,39050000.0,엠티에스코리아(주),,,항공기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
194,,,한국형발사체 원격측정데이터 수신처리스템 유지보수 용역,2024-04-22,,,69900000.0,단암시스템즈(주),,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
195,,,2024년도 직원 단체보험 가입,2024-04-23,,,100496770.0,주식회사 케이비손해보험,,,운영지원팀,14.+구매+계약현황(2024년).xlsx,Table 1
196,,,심우주 탐사용 시연기(STD 1.0) 설계 및 시제품 제작,2024-04-23,,,293000000.0,(주)카이로스페이스,,,위성우주탐사체계설계부,14.+구매+계약현황(2024년).xlsx,Table 1
197,,,한국형발사체 지상제어시스템 고도화 및 유지보수용역(2024년),2024-04-22,,,800000000.0,유콘시스템(주),,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
198,,,발사체종합조립동 크레인(CR-4) 호이스트 감속기 수리,2024-04-24,,,31900000.0,주식회사 엘지엠호이스트,,,시설안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
199,,,K-UAM GC 1단계 교통관리시스템용 소프트웨어 라이센스(12개월),2024-04-23,,,288288000.0,주식회사케이씨이아이,,,UAM연구부,14.+구매+계약현황(2024년).xlsx,Table 1
200,,,성층권 드론(EAV-4) 전시용 축소 모델,2024-04-22,,,30500000.0,성우엔지니어링,,,항공기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
201,,,이동형 통신환경 분석 및 중계시스템 설치 항공기 임대,2024-04-29,,,31790000.0,(주)에어로디제이컨설팅,,,UAM연구부,14.+구매+계약현황(2024년).xlsx,Table 1
202,,,민간 소형발사체 발사장 건설공사 지급자재(레미콘),2024-04-23,,,794213230.0,광주지방조달청,,,시설안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
203,,,차세대발사체 발사대시스템 지상기계설비 유공압해석용 소프트웨어 구매,2024-04-25,,,118300000.0,(주)캐디언스시스템,,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
205,,,다목적실용위성7A호 광학탑재체 구조해석용 NASTRAN 유지보수,2024-04-24,,,21450000.0,주식회사 몰드케어,,,위성탑재체연구부,14.+구매+계약현황(2024년).xlsx,Table 1
206,,,성층권 드론 GCS 망 구성용 vpn 방화벽 구입,2024-04-25,,,21340000.0,(주)유씨아이,,,국가종합비행성능시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
207,,,소음측정장비용 소프트웨어 유지보수,2024-04-29,,,20460000.0,스펙트리스코리아주식회사,,,항공기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
208,,,초소형 군집 위성영상 팬샤프닝 소프트웨어(Catalyst Professional) 구매,2024-05-09,,,31000000.0,(주)인디웨어,,,위성활용부,14.+구매+계약현황(2024년).xlsx,Table 1
209,,,우주 로봇 월면 생존 및 탐사 임무의 디지털 모사,2024-04-29,,,29260000.0,에이아이비디 주식회사,,,미래혁신연구센터,14.+구매+계약현황(2024년).xlsx,Table 1
210,,,광학 중해상도 위성영상 품질검증 체계 수립 고도화를 위한 필드캠페인,2024-05-01,,,96500000.0,충남대학교 산학협력단,,,지상국기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
211,,,운영 위성망 보호와 변경등록을 위한 주파수 분석 및 유지관리,2024-05-07,,,120000000.0,주식회사 웨이브온,,,위성운영부,14.+구매+계약현황(2024년).xlsx,Table 1
212,,,차세대 기상위성 지상국 운영을 위한 주파수 재사용 용역,2024-05-17,,,88000000.0,국립한밭대학교산학협력단,,,위성운영2부,14.+구매+계약현황(2024년).xlsx,Table 1
213,,,데이터 획득 모듈,2024-04-29,,,140000000.0,주식회사데베트론코리아,,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
214,,,UAM 가상통합운용센터 공간디자인 및 실시설계 용역,2024-04-26,,,49500000.0,크크르크득 건축사사무소,,,UAM연구부,14.+구매+계약현황(2024년).xlsx,Table 1
215,,,"발사시설 전력공급설비 개선(가스터빈 발전기 1,3,5,6호기 노후부품 교체)",2024-04-29,,,314300000.0,주식회사 에스에이엔지니어링,,,시설안전기술부,14.+구매+계약현황(2024년).xlsx,Table 1
216,,,연소가스 냉각용 고압냉각공기 공급 시스템 증설 구축,2024-04-30,,,188100000.0,주식회사 진영에이씨,,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
217,,,터보샤프트 엔진 가스발생기 모듈 고온부 전산해석용 HPC 클러스터 계산 노드,2024-05-01,,,81451240.0,오성,,,항공추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
218,,,초소형위성 군집시스템 분석 알고리즘 개발용 위성영상 구매,2024-04-30,,,24076800.0,(주)지오포커스,,,위성활용부,14.+구매+계약현황(2024년).xlsx,Table 1
219,,,한국형위성항법시스템(KPS) 위성 RF 전기지상지원장비 개발,2024-05-07,,,1455000000.0,에이피위성(주),,,위성총조립시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
220,,,차세대중형위성2호 탑재체 지상시험 및 영상분석 수행용 전산장비,2024-04-30,,,24829090.0,도원정보시스템(주),,,위성탑재체연구부,14.+구매+계약현황(2024년).xlsx,Table 1
221,,,2024년도 전자파환경시험용 안테나 및 센서류 검교정,2024-05-01,,,37825960.0,교정기술원주식회사,,,위성총조립시험센터,14.+구매+계약현황(2024년).xlsx,Table 1
222,,,전장품 SI-PI 설계 성능 해석용 소프트웨어(Ansys Electronics) 유지보수,2024-05-17,,,24400000.0,주식회사휴윈,,,위성기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
223,,,차세대발사체사업 추진공급계 시험설비 냉/난방시스템 구매설치,2024-05-03,,,20549840.0,대전조달청,,,인프라종합지원실,14.+구매+계약현황(2024년).xlsx,Table 1
224,,,2024년도 위성영상 사용자지원시스템 유지보수,2024-05-02,,,83500000.0,가이아쓰리디주식회사,,,위성운영1부,14.+구매+계약현황(2024년).xlsx,Table 1
225,,,EO/IR위성 운영을 위한 소프트웨어(Matlab) 라이센스 유지보수,2024-05-13,,,32197000.0,매스웍스코리아 유한회사,,,EOIR위성사업실,14.+구매+계약현황(2024년).xlsx,Table 1
227,,,차세대발사체 자세제어시스템 해석용 소프트웨어 구매,2024-05-03,,,121886400.0,(주)아이누리텍,,,발사체기술연구2부,14.+구매+계약현황(2024년).xlsx,Table 1
228,,,2024~2025 우주센터 엔진 연소시험설비 유지관리 및 현장운용 지원 용역,2024-05-13,,,5925000000.0,한양이엔지(주),,,우주추진연구부,14.+구매+계약현황(2024년).xlsx,Table 1
229,,,한국형발사체 고도화사업 페이로드페어링 내부 유속자료 확보 시험을 위한 페어링 개조,2024-05-07,,,23600000.0,(주)스페이스프로,,,발사체기술연구1부,14.+구매+계약현황(2024년).xlsx,Table 1
230,,,안테나 합성 이득 툴(FEKO) 유지보수,2024-05-07,,,20800000.0,알테어엔지니어링주식회사,,,위성기술연구부,14.+구매+계약현황(2024년).xlsx,Table 1
231,,,차세대발사체 산화제 고밀도화 시험설비 구축 기술용역,2024-05-07,,,1070000000.0,(주)씨브이,,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
232,,,2024년 주요정보통신기반시설 취약점 분석 및 평가 용역,2024-05-13,,,86400000.0,(주)에프원시큐리티,,,IT정보보안실,14.+구매+계약현황(2024년).xlsx,Table 1
233,,,추진기관시스템 저중력시험장치 환경시험 및 유체거동 시험 용역,2024-05-08,,,20800000.0,우나스텔라 주식회사,,,발사체체계종합연구부,14.+구매+계약현황(2024년).xlsx,Table 1
